query,entrezgene,name,symbol,alias,taxid,MGI
H1F0,14958,H1.0 linker histone,H1f0,"D130017D06Rik, H1(0), H1-0, H1fv",10090,MGI:95893
H2AFX,15270,H2A.X variant histone,H2ax,"AW228881, H2A.X, H2afx, Hist5-2ax, gammaH2ax",10090,MGI:102688
H2AFZ,51788,H2A.Z variant histone 1,H2az1,"H2A.Z, H2A.Z1, H2a.z-1, H2afz",10090,MGI:1888388
H6PD,100198,hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase),H6pd,"AI785303, G6pd1, Gpd-1, Gpd1",10090,MGI:2140356
PTPLB,70757,3-hydroxyacyl-CoA dehydratase 2,Hacd2,"6330408J20Rik, AI255777, AI481689, Hcad2, Ptplb",10090,MGI:1918007
HAGH,14651,hydroxyacyl glutathione hydrolase,Hagh,"BC019817, Glo-2, Glo2, Rsp29",10090,MGI:95745
HAS1,15116,hyaluronan synthase 1,Has1,HAS,10090,MGI:106590
HAUS4,219072,"HAUS augmin-like complex, subunit 4",Haus4,"9430093H08Rik, AU016300, D14Ertd500e",10090,MGI:1261794
HCFC1R1,353502,host cell factor C1 regulator 1 (XPO1-dependent),Hcfc1r1,HPIP,10090,MGI:2663619
HCN2,15166,"hyperpolarization-activated, cyclic nucleotide-gated K+ 2",Hcn2,"BCNG2, HAC1, trls",10090,MGI:1298210
HDAC10,170787,histone deacetylase 10,Hdac10,"AW548891, Hd10",10090,MGI:2158340
HDAC7,56233,histone deacetylase 7,Hdac7,"5830434K02Rik, HD7, HD7a, Hdac7a, mFLJ00062",10090,MGI:1891835
HDGF,15191,heparin binding growth factor,Hdgf,"AI118077, D3Ertd299e",10090,MGI:1194494
HDGFRP2,15193,HDGF like 2,Hdgfl2,"HRP-2, Hdgfrp2",10090,MGI:1194492
HDHD3,72748,haloacid dehalogenase-like hydrolase domain containing 3,Hdhd3,2810435D12Rik,10090,MGI:1919998
HEBP1,15199,heme binding protein 1,Hebp1,"Hebp, p22HBP",10090,MGI:1333880
HEPHL1,244698,hephaestin-like 1,Hephl1,"Gm509, Zp, cw, thd, zyklopen",10090,MGI:2685355
HFE,15216,homeostatic iron regulator,Hfe,MR2,10090,MGI:109191
FAM203A,59053,HGH1 homolog,Hgh1,"Brp16, D15Ertd741e, Fam203a, MNCb-5873",10090,MGI:1930628
HGSNAT,52120,heparan-alpha-glucosaminide N-acetyltransferase,Hgsnat,"9430010M12Rik, AW208455, D8Ertd354e, Tmem76",10090,MGI:1196297
HHATL,74770,hedgehog acyltransferase-like,Hhatl,"1110011D13Rik, Gup1, Mg56",10090,MGI:1922020
HHIPL1,214305,hedgehog interacting protein-like 1,Hhipl1,"1600002O04Rik, AK129450, mKIAA1822",10090,MGI:1919265
HIP1,215114,huntingtin interacting protein 1,Hip1,"2610109B09Rik, A930014B11Rik, E130315I21Rik, mKIAA4113",10090,MGI:1099804
HIP1R,29816,huntingtin interacting protein 1 related,Hip1r,"AA410023, mKIAA0655",10090,MGI:1352504
HIRIP3,233876,HIRA interacting protein 3,Hirip3,"B130036O03, C86302",10090,MGI:2142364
HIVEP2,15273,human immunodeficiency virus type I enhancer binding protein 2,Hivep2,"Gm20114, MIBP-1, MIBP1, Schnurri-2, Shn-2",10090,MGI:1338076
HK1,15275,hexokinase 1,Hk1,"BB404130, Hk-1, Hk1-s, dea, mHk1-s",10090,MGI:96103
HMCN1,545370,hemicentin 1,Hmcn1,"EG545370, FIBL-6, Gm201",10090,MGI:2685047
HMGA1,15361,high mobility group AT-hook 1,Hmga1,"AL023995, Hmga1a, Hmga1b, Hmgi, Hmgiy",10090,MGI:96160
HMGA2,15364,high mobility group AT-hook 2,Hmga2,"9430083A20Rik, HMGI-C, Hmgic, pg, pygmy",10090,MGI:101761
HMGB2,97165,high mobility group box 2,Hmgb2,"C80539, HMG-2, Hmg2",10090,MGI:96157
HMOX1,15368,heme oxygenase 1,Hmox1,"D8Wsu38e, HO-1, HO1, Hemox, Hmox",10090,MGI:96163
HMX2,15372,H6 homeobox 2,Hmx2,"Nkx-5.2, Nkx5-2",10090,MGI:107159
HNRNPA0,77134,heterogeneous nuclear ribonucleoprotein A0,Hnrnpa0,"1110055B05Rik, 3010025E17Rik, Hnrpa0, hnRNP A0",10090,MGI:1924384
HNRNPA1,15382,heterogeneous nuclear ribonucleoprotein A1,Hnrnpa1,"HDP-1, Hdp, Hnrpa1, hnRNP A1, hnrnp-A1",10090,MGI:104820
HOGA1,67432,4-hydroxy-2-oxoglutarate aldolase 1,Hoga1,"0610010D20Rik, Dhdpsl, Npl2",10090,MGI:1914682
HOPX,74318,HOP homeobox,Hopx,"1110018K11Rik, 1200015P04Rik, 2300002F06Rik, AI848177, AW490897",10090,MGI:1916782
HOPXOS,102637820,"HOP homeobox, opposite strand",Hopxos,Gm15830,10090,MGI:3801917
HOXA3,15400,homeobox A3,Hoxa3,"Hox-1.5, Mo-10",10090,MGI:96175
HOXA5,15402,homeobox A5,Hoxa5,Hox-1.3,10090,MGI:96177
HOXA6,15403,homeobox A6,Hoxa6,Hox-1.2,10090,MGI:96178
HOXC13,15422,homeobox C13,Hoxc13,N,10090,MGI:99560
HOXC4,15423,homeobox C4,Hoxc4,Hox-3.5,10090,MGI:96195
HOXC9,15427,homeobox C9,Hoxc9,Hox-3.2,10090,MGI:96199
HPCA,15444,hippocalcin,Hpca,,10090,MGI:1336200
HPS1,192236,"HPS1, biogenesis of lysosomal organelles complex 3 subunit 1",Hps1,"6030422N11Rik, BB405864, Gm21361, Hps, ep",10090,MGI:2177763
HPS6,20170,"HPS6, biogenesis of lysosomal organelles complex 2 subunit 3",Hps6,"5330434M19Rik, BLOC2, ru",10090,MGI:2181763
HPSE,15442,heparanase,Hpse,"HSE1, Hpa, Hpr1",10090,MGI:1343124
HR,15460,lysine demethylase and nuclear receptor corepressor,Hr,"ALUNC, bldy, hr, rh-bmh",10090,MGI:96223
HRAS,15461,Harvey rat sarcoma virus oncogene,Hras,"H-ras, Ha-ras, Harvey-ras, Hras-1, Hras1",10090,MGI:96224
HRH1,15465,histamine receptor H1,Hrh1,"Bphs, H1R, HH1R, Hir",10090,MGI:107619
HS2ST1,23908,heparan sulfate 2-O-sulfotransferase 1,Hs2st1,"2OST, AW214369, Hs2st, mKIAA0448",10090,MGI:1346049
HS3ST3B1,54710,heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1,Hs3st3b1,"3-OST-3B, 3OST3B1, 3Ost3b, AU041882, AW536289",10090,MGI:1333853
HSD11B1,15483,hydroxysteroid 11-beta dehydrogenase 1,Hsd11b1,,10090,MGI:103562
HSD3B7,101502,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",Hsd3b7,"AI195443, BB098564",10090,MGI:2141879
HSF1,15499,heat shock factor 1,Hsf1,"AA960185, HSTF, HSTF 1, Hsf1alpha, Hsf1beta",10090,MGI:96238
HSF4,26386,heat shock transcription factor 4,Hsf4,"HSF 4, HSTF 4, HSTF4, ldis1, mHSF4",10090,MGI:1347058
HSP90AB1,15516,"heat shock protein 90 alpha (cytosolic), class B member 1",Hsp90ab1,"90kDa, AL022974, C81438, Hsp84, Hsp84-1",10090,MGI:96247
HSPB6,243912,"heat shock protein, alpha-crystallin-related, B6",Hspb6,"AA387366, Gm479, Hsp20",10090,MGI:2685325
HSPG2,15530,perlecan (heparan sulfate proteoglycan 2),Hspg2,"AI852380, HSPG, Pcn, Plc, per",10090,MGI:96257
HTRA3,78558,HtrA serine peptidase 3,Htra3,"2210021K23Rik, 9530081K03Rik, Prsp, Tasp",10090,MGI:1925808
ICAM1,15894,intercellular adhesion molecule 1,Icam1,"CD54, Icam-1, Ly-47, MALA-2",10090,MGI:96392
IDH2,269951,"isocitrate dehydrogenase 2 (NADP+), mitochondrial",Idh2,"E430004F23, IDPm, Idh-2",10090,MGI:96414
IER2,15936,immediate early response 2,Ier2,"AI317238, Ch1, Pip92",10090,MGI:104815
IER3,15937,immediate early response 3,Ier3,"AI663993, IEX-1, cI-3, gly96",10090,MGI:104814
IER5,15939,immediate early response 5,Ier5,,10090,MGI:1337072
IER5L,72500,immediate early response 5-like,Ier5l,2610524G09Rik,10090,MGI:1919750
IFI203,15950,interferon activated gene 203,Ifi203,"Ifi203a, Ifi203b, Mndal",10090,MGI:96428
IFI204,15951,interferon activated gene 204,Ifi204,"Ifi16, p204",10090,MGI:96429
MNDA,381308,interferon activated gene 211,Ifi211,"A730048F03, Ifi205b, Mnda, ifi-205-B",10090,MGI:3041120
IFI27L2A,76933,"interferon, alpha-inducible protein 27 like 2A",Ifi27l2a,"2310061N23Rik, Ifi27, Isg12, Isg12(b1)",10090,MGI:1924183
IFI30,65972,interferon gamma inducible protein 30,Ifi30,"GILT, IP30",10090,MGI:2137648
IFIT1,15957,interferon-induced protein with tetratricopeptide repeats 1,Ifit1,"GARG-16, IFI-56K, ISG56, Ifi56, P56",10090,MGI:99450
GM14446,667373,interferon induced protein with tetratricpeptide repeats 1B like 1,Ifit1bl1,"Gm14446, Ifit1c",10090,MGI:3650685
IFIT2,15958,interferon-induced protein with tetratricopeptide repeats 2,Ifit2,"AV302338, GARG-39, IFI-54K, Ifi54, P54",10090,MGI:99449
IFIT3,15959,interferon-induced protein with tetratricopeptide repeats 3,Ifit3,"Ifi49, P49",10090,MGI:1101055
IFITM1,68713,interferon induced transmembrane protein 1,Ifitm1,"1110036C17Rik, DSPA2a, Mil-2, Mil2",10090,MGI:1915963
IFITM10,320802,interferon induced transmembrane protein 10,Ifitm10,"6330512M04Rik, AI848576, DSPA3",10090,MGI:2444776
IFITM2,80876,interferon induced transmembrane protein 2,Ifitm2,"DSPA2c, Ifitm3l, fragilis3, mil-3",10090,MGI:1933382
IFITM3,66141,interferon induced transmembrane protein 3,Ifitm3,"1110004C05Rik, Cd225, Cdw217, DSPA2b, Fgls",10090,MGI:1913391
IFRD2,15983,interferon-related developmental regulator 2,Ifrd2,"1810034A24Rik, AA470234, AI838527, SKMc15",10090,MGI:1316708
IFT140,106633,intraflagellar transport 140,Ift140,"AI661311, Tce5, Wdtc2, mKIAA0590",10090,MGI:2146906
IFT27,67042,intraflagellar transport 27,Ift27,"2600013G09Rik, Rabl4",10090,MGI:1914292
IFT57,73916,intraflagellar transport 57,Ift57,"4833420A15Rik, Esrrbl1, Hippi, MHS4R2",10090,MGI:1921166
IGF2BP1,140486,insulin-like growth factor 2 mRNA binding protein 1,Igf2bp1,"AL024068, AW549074, CRD-BP, Crdbp, D030026A21Rik",10090,MGI:1890357
IGF2R,16004,insulin-like growth factor 2 receptor,Igf2r,"AI661837, CD222, CI-MPR, M6P/IGF2R, Mpr300",10090,MGI:96435
IGFALS,16005,"insulin-like growth factor binding protein, acid labile subunit",Igfals,"ALS, Albs",10090,MGI:107973
IGFBP4,16010,insulin-like growth factor binding protein 4,Igfbp4,"AI875747, Deb2, IBP-4, IGFBP-4",10090,MGI:96439
IGFBP5,16011,insulin-like growth factor binding protein 5,Igfbp5,"AI256729, AW208790, IGFBP-5, IGFBP-5P",10090,MGI:96440
IGFBP6,16012,insulin-like growth factor binding protein 6,Igfbp6,IGFBP-6,10090,MGI:96441
IGFBP7,29817,insulin-like growth factor binding protein 7,Igfbp7,"AGM, Fstl2, Mac25",10090,MGI:1352480
IGSF8,140559,"immunoglobulin superfamily, member 8",Igsf8,"ESTM34, EWI-2, KCT-4, PGRL",10090,MGI:2154090
IHH,16147,Indian hedgehog,Ihh,HHG-2,10090,MGI:96533
IL10,16153,interleukin 10,Il10,"CSIF, If2a, Il-10",10090,MGI:96537
IL11RA1,16157,"interleukin 11 receptor, alpha chain 1",Il11ra1,"AI314697, GP130, Il-11ra, Il11ra, Il11ra2",10090,MGI:107426
IL12RB1,16161,"interleukin 12 receptor, beta 1",Il12rb1,"CD212, IL-12R[b]",10090,MGI:104579
IL13RA1,16164,"interleukin 13 receptor, alpha 1",Il13ra1,"AI882074, CD213a1, IL-13R-alpha-1, IL-13r[a], Il13ra",10090,MGI:105052
IL16,16170,interleukin 16,Il16,mKIAA4048,10090,MGI:1270855
IL17RC,171095,interleukin 17 receptor C,Il17rc,"1110025H02Rik, Gm19850, IL-17RC, IL17-RC, IL17-RL",10090,MGI:2159336
IL18,16173,interleukin 18,Il18,"Igif, Il-18",10090,MGI:107936
IL18R1,16182,interleukin 18 receptor 1,Il18r1,"Il18ralpha, Il1rrp",10090,MGI:105383
IL18RAP,16174,interleukin 18 receptor accessory protein,Il18rap,"AcPL, IL-18R-beta, IL-18RAcP, IL-18Rbeta, IL-1RAcPL",10090,MGI:1338888
IL1R1,16177,"interleukin 1 receptor, type I",Il1r1,"CD121a, CD121b, IL-1R1, IL-iR, Il1r-1",10090,MGI:96545
IL20RB,213208,interleukin 20 receptor beta,Il20rb,"AV228068, Fndc6, Gm186, Il20R2",10090,MGI:2143266
IL2RB,16185,"interleukin 2 receptor, beta chain",Il2rb,"CD122, IL-15Rbeta, IL15Rbeta, Il-2/15Rbeta, Il-2Rbeta",10090,MGI:96550
IL33,77125,interleukin 33,Il33,"9230117N10Rik, Il-33, Il1f11, NF-HEV",10090,MGI:1924375
IL34,76527,interleukin 34,Il34,"2010004A03Rik, AI593503",10090,MGI:1923777
IL4RA,16190,"interleukin 4 receptor, alpha",Il4ra,"CD124, Il4r",10090,MGI:105367
ILDR2,100039795,immunoglobulin-like domain containing receptor 2,Ildr2,"2810478N18Rik, 3110063L10Rik, AI852300, D1Ertd471e, Dbsm1",10090,MGI:1196370
IMPA2,114663,inositol monophosphatase 2,Impa2,"2210415D20Rik, AI326924, AW259601, IMP 2, IMPase 2",10090,MGI:2149728
GM15210,100042069,"inosine monophosphate dehydrogenase 2, pseudogene",Impdh2-ps,Gm15210,10090,MGI:3705743
PRR24,66300,InaF motif containing 1,Inafm1,"2610014I16Rik, Prr24",10090,MGI:1913550
INCENP,16319,inner centromere protein,Incenp,"2700067E22Rik, AU019509, C130081E20, C77457",10090,MGI:1313288
INF2,70435,"inverted formin, FH2 and WH2 domain containing",Inf2,"2610204M08Rik, AA589465, AW125550, EG629699",10090,MGI:1917685
INO80E,233875,INO80 complex subunit E,Ino80e,"AI225782, AI854876, Ccdc85, Ccdc95",10090,MGI:2141881
INPP5A,212111,inositol polyphosphate-5-phosphatase A,Inpp5a,,10090,MGI:2686961
INTS4,101861,integrator complex subunit 4,Ints4,"2610034N24Rik, AA692684, AW493223",10090,MGI:1917164
INTS5,109077,integrator complex subunit 5,Ints5,"1110055N21Rik, mKIAA1698",10090,MGI:1923578
IP6K3,271424,inositol hexaphosphate kinase 3,Ip6k3,"D830007E07Rik, Ihpk3",10090,MGI:3045325
IQGAP2,544963,IQ motif containing GTPase activating protein 2,Iqgap2,"4933417J23Rik, A630053O10, AI788777",10090,MGI:2449975
IQGAP3,404710,IQ motif containing GTPase activating protein 3,Iqgap3,"AI593484, D030034H08",10090,MGI:3028642
IQSEC2,245666,IQ motif and Sec7 domain 2,Iqsec2,Brag1,10090,MGI:3528396
MRVI1,17540,"inositol 1,4,5-triphosphate receptor associated 1",Irag1,"BB115629, Irag, Mrvi1, Ris1",10090,MGI:1338023
IRAK2,108960,interleukin-1 receptor-associated kinase 2,Irak2,"6330415L08Rik, AI649099, IRAK-2",10090,MGI:2429603
IRAK4,266632,interleukin-1 receptor-associated kinase 4,Irak4,"8430405M07Rik, 9330209D03Rik, IRAK-4, NY-REN-64",10090,MGI:2182474
IRF1,16362,interferon regulatory factor 1,Irf1,"AU020929, Irf-1",10090,MGI:96590
IRF2BP1,272359,interferon regulatory factor 2 binding protein 1,Irf2bp1,"6330414O09Rik, C530033F24",10090,MGI:2442159
IRF5,27056,interferon regulatory factor 5,Irf5,"AW491843, mirf5",10090,MGI:1350924
IRF7,54123,interferon regulatory factor 7,Irf7,,10090,MGI:1859212
IRS2,384783,insulin receptor substrate 2,Irs2,Irs-2,10090,MGI:109334
IRS3,16369,insulin receptor substrate 3,Irs3,AA408304,10090,MGI:1194882
ISG20,57444,interferon-stimulated protein,Isg20,"1600023I01Rik, 2010107M23Rik, 20kDa, DnaQL, HEM45",10090,MGI:1928895
ISM1,319909,"isthmin 1, angiogenesis inhibitor",Ism1,"5430433G21Rik, Ism",10090,MGI:2442963
ISYNA1,71780,myo-inositol 1-phosphate synthase A1,Isyna1,"1300017C10Rik, AU018670, IPS 1",10090,MGI:1919030
ITGA10,213119,"integrin, alpha 10",Itga10,A630048L14,10090,MGI:2153482
ITGA3,16400,integrin alpha 3,Itga3,"AA407068, CD49C, GAPB3",10090,MGI:96602
ITGA5,16402,integrin alpha 5 (fibronectin receptor alpha),Itga5,"Cd49e, Fnra, VLA5",10090,MGI:96604
ITGAD,381924,"integrin, alpha D",Itgad,Cd11d,10090,MGI:3578624
ITGB3,16416,integrin beta 3,Itgb3,"CD61, GP3A, INGRB3",10090,MGI:96612
ITGB4,192897,integrin beta 4,Itgb4,"AA407042, C230078O20, CD104",10090,MGI:96613
ITGB7,16421,integrin beta 7,Itgb7,Ly69,10090,MGI:96616
ITM2A,16431,integral membrane protein 2A,Itm2a,"AW108051, Bricd2a, E25, Itm2",10090,MGI:107706
ITPK1,217837,"inositol 1,3,4-triphosphate 5/6 kinase",Itpk1,BC031182,10090,MGI:2446159
ITPR3,16440,"inositol 1,4,5-triphosphate receptor 3",Itpr3,"IP3R 3, Ip3r3, Itpr-3, tf",10090,MGI:96624
ITPRIPL1,73338,"inositol 1,4,5-triphosphate receptor interacting protein-like 1",Itpripl1,1700041B20Rik,10090,MGI:1920588
ITPRIPL2,319622,"inositol 1,4,5-triphosphate receptor interacting protein-like 2",Itpripl2,"C130081G24, E030018N11Rik",10090,MGI:2442416
JADE2,76901,jade family PHD finger 2,Jade2,"1200017K05Rik, AI480685, Phf15, mKIAA0239",10090,MGI:1924151
JAG2,16450,jagged 2,Jag2,"D12Ggc2e, Serh, mJagged2-1, sm",10090,MGI:1098270
JOSD1,74158,Josephin domain containing 1,Josd1,"1300006C06Rik, mKIAA0063",10090,MGI:1921408
JOSD2,66124,Josephin domain containing 2,Josd2,1110007C05Rik,10090,MGI:1913374
JRK,16469,jerky,Jrk,,10090,MGI:106214
JUN,16476,jun proto-oncogene,Jun,"AP-1, Junc, c-jun",10090,MGI:96646
JUNB,16477,jun B proto-oncogene,Junb,,10090,MGI:96647
JUP,16480,junction plakoglobin,Jup,"Ctnng, D930025P04Rik, PG",10090,MGI:96650
KANK1,107351,KN motif and ankyrin repeat domains 1,Kank1,"A930031B09Rik, AU015049, AW121052, Ankrd15, D330024H06Rik",10090,MGI:2147707
KANK4OS,399570,"KN motif and ankyrin repeat domains 4, opposite strand",Kank4os,A730085A09Rik,10090,MGI:3026921
KANSL2,69612,KAT8 regulatory NSL complex subunit 2,Kansl2,"2310037I24Rik, B930009D17",10090,MGI:1916862
KAT2A,14534,K(lysine) acetyltransferase 2A,Kat2a,"1110051E14Rik, AW212720, Gcn5, Gcn5l2, mmGCN5",10090,MGI:1343101
KAT6A,244349,K(lysine) acetyltransferase 6A,Kat6a,"1500036M03, 9930021N24Rik, MOZ, Myst3, Zfp220",10090,MGI:2442415
KAZN,71529,"kazrin, periplakin interacting protein",Kazn,"2310007B04Rik, 9030409G11Rik, AI256607, AI666764, AW061099",10090,MGI:1918779
KBTBD11,74901,kelch repeat and BTB (POZ) domain containing 11,Kbtbd11,"2900016B01Rik, 4930465M17Rik, mKIAA0711",10090,MGI:1922151
KCNA6,16494,"potassium voltage-gated channel, shaker-related, subfamily, member 6",Kcna6,"Kv1.6, MK1.6",10090,MGI:96663
KCNA7,16495,"potassium voltage-gated channel, shaker-related subfamily, member 7",Kcna7,Kv1.7,10090,MGI:96664
KCND2,16508,"potassium voltage-gated channel, Shal-related family, member 2",Kcnd2,"AI839615, AW555701, Kv4.2, R75121",10090,MGI:102663
KCNH2,16511,"potassium voltage-gated channel, subfamily H (eag-related), member 2",Kcnh2,"AI326795, ERG1, LQT, Lqt2, M-erg",10090,MGI:1341722
KCNK5,16529,"potassium channel, subfamily K, member 5",Kcnk5,"KCNK5b, TASK-2",10090,MGI:1336175
KCNN4,16534,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4",Kcnn4,"IK1, IKCA1, KCA4, KCa3.1, SK4",10090,MGI:1277957
KCNQ1,16535,"potassium voltage-gated channel, subfamily Q, member 1",Kcnq1,"AW559127, KVLQT1, Kcna9",10090,MGI:108083
KCNQ5,226922,"potassium voltage-gated channel, subfamily Q, member 5",Kcnq5,"7730402H11, 9230107O05Rik, AA589396, D1Mgi1",10090,MGI:1924937
KCTD11,216858,potassium channel tetramerisation domain containing 11,Kctd11,"AF465352, Ren",10090,MGI:2448712
KCTD15,233107,potassium channel tetramerisation domain containing 15,Kctd15,BC031749,10090,MGI:2385276
KCTD17,72844,potassium channel tetramerisation domain containing 17,Kctd17,"2900008M13Rik, AA414907, AW742389, N28155",10090,MGI:1920094
KCTD5,69259,potassium channel tetramerisation domain containing 5,Kctd5,"2610030N08Rik, mKIAA0176",10090,MGI:1916509
KDELR3,105785,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3,Kdelr3,AI173274,10090,MGI:2145953
KDM4B,193796,lysine (K)-specific demethylase 4B,Kdm4b,"4732474L06Rik, Jmjd2b",10090,MGI:2442355
KDM8,77035,lysine (K)-specific demethylase 8,Kdm8,"3110005O21Rik, Jmjd5",10090,MGI:1924285
KHK,16548,ketohexokinase,Khk,,10090,MGI:1096353
KHSRP,16549,KH-type splicing regulatory protein,Khsrp,"6330409F21Rik, Fbp2, Fubp2, Ksrp",10090,MGI:1336214
KIF11,16551,kinesin family member 11,Kif11,"Eg5, Kif8, Kifl1, Knsl1",10090,MGI:1098231
KIF17,16559,kinesin family member 17,Kif17,"5930435E01Rik, AW492270, Kif17b, mKIAA1405",10090,MGI:1098229
KIF18B,70218,kinesin family member 18B,Kif18b,3000004C01Rik,10090,MGI:2446979
KIF19A,286942,kinesin family member 19A,Kif19a,Kif19,10090,MGI:2447024
KIF1C,16562,kinesin family member 1C,Kif1c,"B430105J22Rik, D11Bwg1349e, Ltxs1, Orch3",10090,MGI:1098260
KIF21A,16564,kinesin family member 21A,Kif21a,,10090,MGI:109188
KIF21B,16565,kinesin family member 21B,Kif21b,"2610511N21Rik, mKIAA0449",10090,MGI:109234
KIF22,110033,kinesin family member 22,Kif22,"AU021460, C81217, Kid, Kif22a",10090,MGI:109233
KIF23,71819,kinesin family member 23,Kif23,"3110001D19Rik, C87313, CHO1, Knsl5, MKLP-1",10090,MGI:1919069
KIF26B,269152,kinesin family member 26B,Kif26b,"4832420M10, BC056349, D230039L06Rik",10090,MGI:2447076
KIF2C,73804,kinesin family member 2C,Kif2c,"4930402F02Rik, ESTM5, Knsl6, MCAK, X83316",10090,MGI:1921054
KIF7,16576,kinesin family member 7,Kif7,,10090,MGI:1098239
KIFC1,100502766,kinesin family member C1,Kifc1,"100042970, Gm4137, HSET, KNSL2, Kifc5a",10090,MGI:109596
KIFC3,16582,kinesin family member C3,Kifc3,"AI325457, BB123200",10090,MGI:109202
KIFC5B,16580,kinesin family member C5B,Kifc5b,"Hset, KNSL2, Kifc5a",10090,MGI:2137414
KIRREL,170643,kirre like nephrin family adhesion molecule 1,Kirrel,"6720469N11Rik, Kirrel1, Neph1",10090,MGI:1891396
KIT,16590,KIT proto-oncogene receptor tyrosine kinase,Kit,"Bs, CD117, Fdc, Gsfsco1, Gsfsco5",10090,MGI:96677
KLC3,232943,kinesin light chain 3,Klc3,"BC017147, Klct",10090,MGI:1277971
KLF10,21847,Kruppel-like factor 10,Klf10,"AI115143, EGR[a], Egral, Gdnfif, TIEG-1",10090,MGI:1101353
KLF12,16597,Kruppel-like factor 12,Klf12,"2700063E05Rik, AI225908, AI315654, AP-2rep, B130052C06Rik",10090,MGI:1333796
KLF16,118445,Kruppel-like factor 16,Klf16,"AI843742, BTEB4, DRRF",10090,MGI:2153049
KLF2,16598,Kruppel-like factor 2 (lung),Klf2,Lklf,10090,MGI:1342772
KLF5,12224,Kruppel-like factor 5,Klf5,"4930520J07Rik, Bteb2, CKLF, IKLF",10090,MGI:1338056
KLHDC3,71765,kelch domain containing 3,Klhdc3,"1300011D16Rik, Peas",10090,MGI:2651568
KLHDC8A,213417,kelch domain containing 8A,Klhdc8a,A630065K24Rik,10090,MGI:2442630
KMT2D,381022,lysine (K)-specific methyltransferase 2D,Kmt2d,"ALR, BC032281, BC058659, C430014K11Rik, KMT2B",10090,MGI:2682319
KNSTRN,51944,kinetochore-localized astrin/SPAG5 binding,Knstrn,"1700025D04Rik, C15orf23, D2Ertd750e, SKAP, Traf4af1",10090,MGI:1289298
KPNA2,16647,karyopherin (importin) alpha 2,Kpna2,"2410044B12Rik, IPOA1, PTAC58, Rch1",10090,MGI:103561
KRT13,16663,keratin 13,Krt13,"CK13, K13, Krt-1.13, Krt1-13",10090,MGI:101925
KRT14,16664,keratin 14,Krt14,"AI626930, CK-14, K14, Krt-1.14, Krt1-14",10090,MGI:96688
KRT15,16665,keratin 15,Krt15,"AI528832, K15, Krt1-15",10090,MGI:96689
KRT16,16666,keratin 16,Krt16,"AI324768, CK-16, K16, Krt1-16",10090,MGI:96690
KRT18,16668,keratin 18,Krt18,"CK18, K18, Krt1-18",10090,MGI:96692
KRT19,16669,keratin 19,Krt19,"AI663979, CK-19, EndoC, K19, Krt-1.19",10090,MGI:96693
KRT6A,16687,keratin 6A,Krt6a,"2310016L08Rik, CK-6A, K6A, K6[a], Krt2-6a",10090,MGI:1100845
KRT76,77055,keratin 76,Krt76,2310001L23Rik,10090,MGI:1924305
KRT79,223917,keratin 79,Krt79,BC031593,10090,MGI:2385030
KRT8,16691,keratin 8,Krt8,"AA960620, AL022697, AU019895, Card2, EndoA",10090,MGI:96705
KRT80,74127,keratin 80,Krt80,"1200016G03Rik, 2310041I20Rik, CK-80, K80, Kb20",10090,MGI:1921377
